r_angstrom,potential_cm
6.342,37185.42816870493
6.34775,37185.429080261594
6.3534999999999995,37185.4299822485
6.35925,37185.43087478021
6.365,37185.431757969716
6.37075,37185.432631928394
6.3765,37185.433496766054
6.38225,37185.434352590986
6.388,37185.43519950997
6.39375,37185.436037628286
6.3995,37185.43686704976
6.40525,37185.43768787674
6.411,37185.438500210206
6.4167499999999995,37185.43930414971
6.4225,37185.44009979342
6.42825,37185.44088723816
6.434,37185.441666579405
6.43975,37185.44243791134
6.4455,37185.44320132682
6.45125,37185.443956917465
6.457,37185.444704773596
6.46275,37185.44544498434
6.4685,37185.44617763757
6.47425,37185.44690281997
6.4799999999999995,37185.44762061705
6.4857499999999995,37185.448331113155
