r_angstrom,bob_dimensionless
4.7895,-1.2004664548981428e-09
4.79525,-1.1918198704108103e-09
4.801,-1.1832475332433332e-09
4.80675,-1.1747486353366713e-09
4.8125,-1.1663223819951491e-09
4.81825,-1.1579679915198973e-09
4.824,-1.1496846948569693e-09
4.82975,-1.1414717352568333e-09
4.8355,-1.133328367946844e-09
4.84125,-1.1252538598147463e-09
4.8469999999999995,-1.1172474891052214e-09
4.85275,-1.1093085451247444e-09
4.8585,-1.1014363279586695e-09
4.86425,-1.0936301481979096e-09
4.87,-1.085889326675963e-09
4.87575,-1.078213194212931e-09
4.8815,-1.0706010913719985e-09
4.88725,-1.0630523682211065e-09
4.893,-1.0555663841056904e-09
4.89875,-1.0481425074269237e-09
4.9045,-1.04078011542949e-09
4.91025,-1.033478593995973e-09
4.916,-1.0262373374481564e-09
4.92175,-1.0190557483553464e-09
4.9275,-1.011933237348716e-09
4.93325,-1.0048692229436805e-09
4.939,-9.978631313650083e-10
4.94475,-9.909143963817567e-10
4.9505,-9.840224591441335e-10
4.95625,-9.77186768028262e-10
4.962,-9.704067784845328e-10
4.96775,-9.636819528919704e-10
4.9735,-9.570117604167536e-10
4.9792499999999995,-9.50395676874708e-10
4.985,-9.438331846002338e-10
4.99075,-9.37323772316627e-10
4.9965,-9.308669350132719e-10
5.00225,-9.244621738243028e-10
5.008,-9.181089959125296e-10
5.01375,-9.118069143569973e-10
5.0195,-9.055554480425415e-10
5.02525,-8.993541215540341e-10
5.031,-8.932024650736973e-10
5.03675,-8.87100014281183e-10
5.0424999999999995,-8.810463102563077e-10
5.04825,-8.750408993841545e-10
5.054,-8.690833332659995e-10
5.05975,-8.631731686282798e-10
5.0655,-8.573099672373881e-10
5.07125,-8.514932958157047e-10
5.077,-8.457227259597188e-10
5.08275,-8.399978340614727e-10
5.0885,-8.343182012308139e-10
5.09425,-8.286834132206308e-10
5.1,-8.23093060353502e-10
5.10575,-8.175467374515664e-10
5.1114999999999995,-8.12044043765613e-10
5.11725,-8.06584582909515e-10
5.123,-8.011679627924514e-10
5.12875,-7.957937955565458e-10
5.1345,-7.904616975133059e-10
5.14025,-7.851712890825656e-10
5.146,-7.799221947336889e-10
5.15175,-7.747140429269304e-10
5.1575,-7.695464660562178e-10
5.16325,-7.644191003951901e-10
5.169,-7.593315860412013e-10
5.1747499999999995,-7.542835668639998e-10
5.1805,-7.492746904526719e-10
5.18625,-7.443046080664419e-10
5.192,-7.393729745834769e-10
5.19775,-7.344794484538597e-10
5.2035,-7.296236916516298e-10
